msg_id,raw_name,quantity,unit,confidence
128121,кольца 125,,,medium
261950,кольца 125,3,шт,high
272853,кольца 125,3,,high
93904,кольца 125 и 130,10,шт,medium
17559,кольца 125/130,2,шт,high
333657,кольца 125мм,2,шт,high
173338,кольца 125х,10,шт,high
30589,кольца 126,5,шт,high
61674,кольца 126,6,шт,high
79059,кольца 126,6,шт,high
1888,кольца 130,5,шт,high
79059,кольца 130,6,шт,high
91029,кольца 130,2,шт,high
98199,кольца 130,5,шт,high
128121,кольца 130,,,medium
155120,кольца 130,16,шт,high
175054,кольца 130,3,шт,high
176871,кольца 130,1,шт,high
281485,кольца 130,1,шт,high
313252,кольца 130,2,шт,high
283152,кольца 130-ых,3,,high
283168,кольца 130-ых,2,,high
176871,кольца 135,1,шт,high
222180,кольца 135,8,шт,high
30800,кольца 135е,2,,high
60313,кольца 135мм,4,шт,high
260368,кольца 135мм,1,шт,high
174237,кольца 140,120,шт,high
222180,кольца 140,8,шт,high
176871,кольца 145,2,шт,high
189264,кольца 145,2,шт,high
196649,кольца 145,5,шт,high
276187,кольца 145,21,шт,high
309928,кольца 145,5,шт,high
23925,"кольца 145, 150, 155",6,шт,high
51153,кольца 15,10,шт,high
51709,кольца 15,10,шт,high
51717,кольца 15,10,шт,high
20581,кольца 150,2,шт,high
64152,кольца 150,10,шт,high
114319,кольца 150,1,шт,high
171651,кольца 150,1,шт,high
173376,кольца 150,4,шт,high
189264,кольца 150,2,шт,high
233386,кольца 150,8,шт,high
312509,кольца 150,1,шт,high
69548,кольца 150мм,3,,high
184462,кольца 150мм,8,шт,high
29489,кольца 155,2,шт,high
64152,кольца 155,10,шт,high
70148,кольца 155,1,шт,high
174237,кольца 155,55,шт,high
294545,кольца 155,7,шт,high
124053,кольца 155д,1,шт,high
86304,кольца 15е,2,шт,high
86306,кольца 15е,2,шт,high
156331,кольца 15мм,5,шт,high
20715,кольца 160,1,шт,high
64152,кольца 160,10,шт,high
114529,кольца 160,16,шт,high
195600,кольца 160,1,шт,high
203791,кольца 160,2,шт,high
263712,кольца 160,3,шт,high
294545,кольца 160,7,шт,high
319044,кольца 160,10,шт,high
124053,кольца 160д,1,шт,high
269543,кольца 160мм,4,,high
20715,кольца 165,1,шт,high
198329,кольца 165,1,шт,high
175600,кольца 165 мм,3,шт,high
20715,кольца 170,1,шт,high
22296,кольца 170,3,шт,high
225233,кольца 170,2,шт,high
20715,кольца 180,1,шт,high
281485,кольца 180,1,шт,high
20715,кольца 185,1,шт,high
281485,кольца 185,1,шт,high
263483,кольца 190,2,шт,high
124053,кольца 195д,1,шт,high
17377,кольца 20,20,шт,high
17391,кольца 20,10,шт,high
17392,кольца 20,10,шт,high
17406,кольца 20,20,шт,high
18961,кольца 20,30,шт,high
19640,кольца 20,2,шт,high
20671,кольца 20,5,шт,high
64158,кольца 20,10,шт,high
74461,кольца 20,2,шт,high
127319,кольца 20,10,шт,high
135698,кольца 20,10,шт,high
152453,кольца 20,16,шт,high
152503,кольца 20,8,шт,high
153180,кольца 20,2,шт,high
166642,кольца 20,10,шт,high
196000,кольца 20,3,шт,high
196013,кольца 20,2,шт,high
204867,кольца 20,10,шт,high
228936,кольца 20,3,шт,high
231001,кольца 20,3,шт,high
294332,кольца 20,22,шт,high
321725,кольца 20,4,шт,high
325820,кольца 20,6,шт,high
153525,кольца 20 диаметр,15,шт,high
86995,кольца 20 мм,4,шт,high
95192,кольца 20 мм,12,шт,high
119883,кольца 20 мм,20,шт,high
266216,кольца 20 мм,4,шт,high
20460,кольца 20/30/35/40/75/80,30,шт,high
53014,кольца 200,4,шт,high
171651,кольца 200,1,шт,high
312509,кольца 200,1,шт,high
21936,кольца 200/205,11,шт,high
269543,кольца 200мм,10,,high
40732,кольца 205,6,шт,high
53014,кольца 205,4,шт,high
86304,кольца 20е,2,шт,high
86306,кольца 20е,2,шт,high
34100,кольца 20е/25е ультратонкие,10,шт,high
76927,кольца 20мм,10,шт,high
96080,кольца 20мм,4,шт,high
96880,кольца 20мм,3,шт,high
278377,кольца 20мм,2,шт,high
304242,кольца 20мм,6,шт,high
76136,кольца 20ые,27,шт,high
40732,кольца 210,5,шт,high
225233,кольца 210,6,шт,high
78933,кольца 230,2,шт,high
2633,кольца 25,2,шт,high
4227,кольца 25,20,шт,high
17216,кольца 25,25,шт,high
17377,кольца 25,20,шт,high
18961,кольца 25,30,шт,high
28322,кольца 25,,,medium
51768,кольца 25,10,шт,high
106446,кольца 25,3,шт,high
124661,кольца 25,1,шт,high
125543,кольца 25,3,шт,high
132326,кольца 25,5,шт,high
142966,кольца 25,50,шт,high
195600,кольца 25,10,шт,high
231001,кольца 25,3,шт,high
39723,кольца 25 диаметра,3,шт,high
18279,кольца 25 мм,20,шт,high
29450,кольца 25/30,2,,high
30077,кольца 25/30,4,шт,high
30230,кольца 25/30,2,,high
18000,кольца 25/30 по,15,шт,high
17616,кольца 25е,4,шт,high
284826,кольца 25е,24,шт,high
290045,кольца 25мм,3,шт,high
171651,кольца 260,1,шт,high
171651,кольца 265,1,шт,high
171651,кольца 270,1,шт,high
10358,кольца 30,50,шт,medium
17300,кольца 30,4,шт,high
17391,кольца 30,10,шт,high
17392,кольца 30,10,шт,high
17406,кольца 30,20,шт,high
17584,кольца 30,10,шт,high
18036,кольца 30,5,шт,high
19044,кольца 30,5,шт,high
19598,кольца 30,2,шт,high
19640,кольца 30,2,шт,high
19647,кольца 30,3,шт,high
20671,кольца 30,5,шт,high
27135,кольца 30,5,шт,high
27268,кольца 30,4,шт,medium
28164,кольца 30,5,шт,high
29226,кольца 30,4,,high
43113,кольца 30,10,шт,high
43142,кольца 30,11,,high
44052,кольца 30,,,low
51924,кольца 30,3,шт,high
61515,кольца 30,6,шт,high
61650,кольца 30,25,шт,high
61674,кольца 30,10,шт,high
61722,кольца 30,15,шт,high
88939,кольца 30,3,шт,high
95557,кольца 30,23,шт,high
104580,кольца 30,20,шт,high
109775,кольца 30,10,шт,high
125543,кольца 30,3,шт,high
137479,кольца 30,3,шт,high
141914,кольца 30,10,шт,high
142966,кольца 30,25,шт,high
211373,кольца 30,2,шт,high
216426,кольца 30,2,шт,high
231001,кольца 30,3,шт,high
261930,кольца 30,,,medium
261950,кольца 30,,,medium
287982,кольца 30,15,шт,high
293030,кольца 30,15,шт,high
303713,кольца 30,1,шт,high
323620,кольца 30,2,шт,high
55248,кольца 30 мм,2,шт,high
55268,кольца 30 мм,9,шт,high
55319,кольца 30 мм,3,шт,high
95192,кольца 30 мм,16,шт,high
112971,кольца 30 тых,7,шт,medium
29549,кольца 30-е,3,,high
137435,кольца 30-е,5,шт,high
264621,кольца 30-е,40,шт,high
19640,кольца 30/20,2,шт,high
17134,кольца 30/35,5,шт,high
19647,кольца 30/35,3,шт,high
19842,кольца 30/40,6,шт,high
74705,кольца 30d,3,шт,high
28610,кольца 30е,3,шт,high
28705,кольца 30е,2,шт,high
29718,кольца 30е,3,,high
30667,кольца 30е,4,шт,high
30980,кольца 30е,4,шт,high
54335,кольца 30е,2,шт,high
54958,кольца 30е,20,шт,high
86774,кольца 30е,10,шт,high
202032,кольца 30е,20,шт,high
2633,кольца 30мм,4,шт,high
123996,кольца 30мм,3,шт,high
124096,кольца 30мм,4,шт,high
135345,кольца 30мм,2,шт,high
168701,кольца 30мм,8,шт,high
250981,кольца 30мм,10,шт,high
28410,кольца 30х,6,шт,high
28676,кольца 30х,6,шт,high
29425,кольца 30х,6,шт,high
17015,кольца 35,4,шт,high
17300,кольца 35,4,шт,high
19349,кольца 35,10,шт,high
19598,кольца 35,10,шт,high
19647,кольца 35,3,шт,high
20671,кольца 35,5,шт,high
21865,кольца 35,5,шт,high
21870,кольца 35,5,шт,high
21917,кольца 35,20,шт,high
21966,кольца 35,4,,high
22053,кольца 35,4,шт,high
22054,кольца 35,4,шт,high
38810,кольца 35,20,шт,high
39755,кольца 35,4,шт,high
39767,кольца 35,5,шт,high
39790,кольца 35,2,шт,high
39922,кольца 35,3,шт,high
39992,кольца 35,2,шт,high
42159,кольца 35,4,шт,high
43113,кольца 35,10,шт,high
43184,кольца 35,10,шт,high
43315,кольца 35,2,шт,high
51048,кольца 35,10,шт,high
51709,кольца 35,10,шт,high
51717,кольца 35,10,шт,high
51799,кольца 35,10,шт,high
79093,кольца 35,30,шт,high
86370,кольца 35,10,шт,high
95459,кольца 35,2,шт,high
95557,кольца 35,2,шт,high
97707,кольца 35,5,шт,high
111898,кольца 35,10,шт,high
122136,кольца 35,4,,high
124661,кольца 35,1,шт,high
124742,кольца 35,1,шт,high
124745,кольца 35,1,шт,high
125543,кольца 35,3,шт,high
133092,кольца 35,2,шт,high
137299,кольца 35,2,шт,high
155965,кольца 35,20,шт,high
156506,кольца 35,10,шт,high
195271,кольца 35,10,шт,high
195600,кольца 35,10,шт,high
196000,кольца 35,10,шт,high
208915,кольца 35,15,шт,medium
211305,кольца 35,2,шт,high
231001,кольца 35,3,шт,high
264985,кольца 35,10,шт,high
281485,кольца 35,2,шт,high
299347,кольца 35,10,шт,high
309091,кольца 35,10,шт,high
312948,кольца 35,5,шт,high
323763,кольца 35,3,шт,high
40048,кольца 35 диаметра,2,шт,high
19810,кольца 35 е,10,шт,high
97682,кольца 35 мм,5,шт,high
231612,кольца 35 мм,6,шт,high
34097,кольца 35 ультратонкие,30,шт,high
18961,кольца 35е,5,шт,high
38256,кольца 35е,10,шт,high
95192,кольца 35мм,2,шт,high
95263,кольца 35мм,2,шт,high
95688,кольца 35мм,5,шт,high
127848,кольца 35мм,10,шт,high
198329,кольца 36,4,шт,high
17560,кольца 40,12,шт,high
20671,кольца 40,5,шт,high
26947,кольца 40,2,шт,high
27135,кольца 40,2,шт,high
27810,кольца 40,,,low
28113,кольца 40,5,шт,high
43113,кольца 40,10,шт,high
43527,кольца 40,4,шт,high
51709,кольца 40,10,шт,high
51717,кольца 40,10,шт,high
66917,кольца 40,1,шт,low
66917,кольца 40,,,medium
70120,кольца 40,2,шт,high
70525,кольца 40,2,шт,high
70651,кольца 40,3,шт,high
101520,кольца 40,10,шт,high
109775,кольца 40,10,шт,high
114319,кольца 40,1,шт,high
133407,кольца 40,15,шт,high
133442,кольца 40,10,шт,high
135904,кольца 40,5,шт,high
139837,кольца 40,10,шт,high
139878,кольца 40,10,шт,high
139989,кольца 40,10,шт,high
140026,кольца 40,10,шт,high
141536,кольца 40,10,шт,high
141701,кольца 40,20,шт,high
141750,кольца 40,10,шт,high
141914,кольца 40,1,шт,high
153180,кольца 40,4,шт,high
153229,кольца 40,9,шт,high
198329,кольца 40,2,шт,high
211094,кольца 40,4,шт,high
228902,кольца 40,1,шт,high
231001,кольца 40,3,шт,high
258740,кольца 40,8,шт,high
258754,кольца 40,3,шт,high
294788,кольца 40,5,шт,high
294907,кольца 40,5,шт,high
304242,кольца 40,3,шт,high
328070,кольца 40,10,шт,high
168572,кольца 40 мм,3,шт,high
237113,кольца 40 мм,4,шт,high
207474,кольца 40-е,20,шт,high
217618,кольца 40-е,2,шт,high
217634,кольца 40-е,2,шт,high
306412,кольца 40-е,20,шт,high
123375,кольца 40д,5,шт,high
124053,кольца 40д,2,шт,high
20371,кольца 40е,25,шт,high
29675,кольца 40е,3,,high
29772,кольца 40е,2,,high
96107,кольца 40мм,4,шт,high
96143,кольца 40мм,5,шт,high
96471,кольца 40мм,2,шт,high
96554,кольца 40мм,3,шт,high
204727,кольца 40мм,3,шт,high
231208,кольца 40мм,8,шт,high
260181,кольца 40мм,9,шт,high
29906,кольца 40х,3,,high
27602,кольца 45,1,шт,high
30256,кольца 45,2,,high
43184,кольца 45,7,шт,high
43315,кольца 45,3,шт,high
44161,кольца 45,3,шт,high
44192,кольца 45,5,шт,high
70148,кольца 45,9,шт,high
70354,кольца 45,5,шт,high
74461,кольца 45,3,шт,high
75758,кольца 45,3,шт,high
91198,кольца 45,6,шт,high
182979,кольца 45,2,шт,high
184082,кольца 45,3,,high
195668,кольца 45,2,шт,high
195700,кольца 45,2,шт,high
198329,кольца 45,2,шт,high
231001,кольца 45,3,шт,high
233478,кольца 45,3,шт,high
285431,кольца 45,3,шт,high
339253,кольца 45,4,шт,high
261919,кольца 45 мм,7,шт,high
29630,кольца 45/30,2,шт,high
29394,кольца 45е,2,шт,high
29394,кольца 45е,2,,high
30125,кольца 45е,2,,high
30744,кольца 45е,5,шт,high
30886,кольца 45е,3,,high
30980,кольца 45е,2,шт,high
302866,кольца 45е/30е,20,,high
183220,кольца 45мм,2,шт,high
183563,кольца 45мм,3,,high
184038,кольца 45мм,2,,high
184232,кольца 45мм,2,,high
301527,кольца 45мм,2,,high
301654,кольца 45мм,5,шт,high
301699,кольца 45мм,2,шт,high
18567,кольца 50,15,шт,high
19453,кольца 50,15,шт,high
20671,кольца 50,5,шт,high
21752,кольца 50,4,шт,high
35097,кольца 50,5,шт,high
42794,кольца 50,4,,high
65885,кольца 50,5,шт,high
80698,кольца 50,4,шт,high
87000,кольца 50,5,шт,high
90993,кольца 50,3,шт,high
112541,кольца 50,2,,high
127184,кольца 50,4,шт,high
128347,кольца 50,10,шт,high
135698,кольца 50,1,шт,high
142966,кольца 50,50,шт,high
153091,кольца 50,2,шт,high
153229,кольца 50,1,шт,high
171341,кольца 50,12,шт,high
172055,кольца 50,2,шт,high
198329,кольца 50,2,шт,high
231001,кольца 50,3,шт,high
231526,кольца 50,,шт,medium
250664,кольца 50,7,шт,high
250958,кольца 50,5,шт,high
261930,кольца 50,,,medium
309134,кольца 50,12,шт,high
310002,кольца 50,3,шт,high
316997,кольца 50,10,шт,high
97989,кольца 50 диаметра,3,,high
88939,кольца 50 мм,4,шт,high
162757,кольца 50 мм,132,шт,high
245926,кольца 50 мм,4,шт,high
261950,кольца 50 мм,,,medium
266216,кольца 50 мм,8,шт,high
313545,кольца 50 мм,2,шт,high
3762,кольца 50-е,800,шт,high
101097,кольца 50-е,2,шт,high
153440,кольца 50д,4,,high
29647,кольца 50е,2,шт,high
42731,кольца 50мм,2,шт,high
96880,кольца 50мм,2,шт,high
111689,кольца 50мм,9,шт,high
112208,кольца 50х,2,шт,high
3608,кольца 55,200,шт,high
20789,кольца 55,15,шт,high
21752,кольца 55,4,шт,high
30589,кольца 55,16,шт,high
42794,кольца 55,4,,high
110085,кольца 55,6,шт,high
225233,кольца 55,4,шт,high
293030,кольца 55,2,шт,high
328804,кольца 55,7,шт,high
245926,кольца 55 мм,4,шт,high
80698,кольца 55 ультратонкие,15,шт,high
18540,кольца 55-105,20,шт,high
34603,кольца 55е,32,шт,high
111689,кольца 55мм,9,шт,high
19034,кольца 60,4,шт,high
19044,кольца 60,8,шт,high
21752,кольца 60,4,шт,high
35185,кольца 60,3,шт,high
44052,кольца 60,34,,high
53886,кольца 60,20,шт,high
61649,кольца 60,12,шт,high
78493,кольца 60,500,шт,high
86872,кольца 60,10,шт,high
97603,кольца 60,4,шт,high
110085,кольца 60,6,шт,high
112301,кольца 60,4,шт,high
126331,кольца 60,2,шт,high
135698,кольца 60,3,шт,high
139612,кольца 60,1,,medium
139646,кольца 60,9,шт,high
141750,кольца 60,16,шт,high
142049,кольца 60,4,шт,high
177422,кольца 60,6,шт,high
193694,кольца 60,32,шт,high
195271,кольца 60,10,шт,high
225233,кольца 60,4,шт,high
232488,кольца 60,12,шт,high
232515,кольца 60,10,шт,high
236490,кольца 60,2,шт,high
251005,кольца 60,3,шт,high
276187,кольца 60,10,шт,high
293030,кольца 60,3,шт,high
97631,кольца 60 мм,17,шт,high
130694,кольца 60-100,4,шт,high
130694,кольца 60-100 квадратные,4,шт,high
194156,кольца 60-е,10,шт,high
29675,кольца 60/65,4,,high
39767,кольца 60/65,12,шт,high
18748,кольца 60/65/70,10,шт,high
18000,кольца 60/65/70/75/80/85/90 по,10,шт,high
128907,кольца 60мм,3,шт,high
260368,кольца 60мм,4,шт,high
260576,кольца 60мм,6,шт,high
294603,кольца 60мм,6,шт,high
6088,кольца 65,25,шт,high
18464,кольца 65,10,шт,high
20975,кольца 65,4,шт,high
21752,кольца 65,4,шт,high
33545,кольца 65,24,шт,high
34784,кольца 65,6,шт,high
61649,кольца 65,12,шт,high
69943,кольца 65,10,шт,high
73403,кольца 65,12,шт,high
86872,кольца 65,10,шт,high
110085,кольца 65,6,шт,high
121310,кольца 65,4,шт,high
126331,кольца 65,2,шт,high
135698,кольца 65,4,шт,high
142661,кольца 65,32,шт,high
143204,кольца 65,8,шт,high
152442,кольца 65,8,шт,high
164381,кольца 65,40,шт,high
177422,кольца 65,6,шт,high
198329,кольца 65,5,шт,high
244059,кольца 65,10,шт,high
312948,кольца 65,11,шт,high
321780,кольца 65,45,шт,high
101791,кольца 65 мм,20,шт,high
30316,кольца 65/70,20,шт,high
124053,кольца 65д,10,шт,high
30850,кольца 65е,34,,high
255331,кольца 65е,50,шт,high
103222,кольца 65мм,6,шт,high
156489,кольца 65мм,15,шт,high
293876,кольца 65мм,4,шт,high
13371,кольца 70,7,шт,high
19044,кольца 70,10,шт,high
19816,кольца 70,35,шт,high
20975,кольца 70,4,шт,high
21752,кольца 70,4,шт,high
33545,кольца 70,5,шт,high
34603,кольца 70,2,шт,high
44052,кольца 70,6,шт,high
56929,кольца 70,4,,high
77963,кольца 70,30,шт,high
78841,кольца 70,30,шт,high
79093,кольца 70,20,шт,high
110085,кольца 70,6,шт,high
112301,кольца 70,4,шт,high
121310,кольца 70,4,шт,high
131282,кольца 70,11,шт,high
131357,кольца 70,7,шт,high
140003,кольца 70,5,шт,high
143204,кольца 70,8,шт,high
157647,кольца 70,10,шт,high
171341,кольца 70,48,шт,high
177422,кольца 70,6,шт,high
187846,кольца 70,6,шт,high
187882,кольца 70,10,шт,medium
189912,кольца 70,16,шт,high
210269,кольца 70,5,шт,high
224339,кольца 70,12,шт,high
244059,кольца 70,10,шт,high
245302,кольца 70,110,шт,high
278377,кольца 70,5,шт,high
278385,кольца 70,5,шт,high
294268,кольца 70,12,шт,high
294884,кольца 70,5,шт,high
304604,кольца 70,32,шт,high
310833,кольца 70,10,шт,high
316950,кольца 70,15,шт,high
64437,кольца 70 и 75,80,шт,high
100176,кольца 70 мм,17,шт,high
245926,кольца 70 мм,2,шт,high
339253,кольца 70 мультикрафт,26,шт,high
339253,кольца 70 обычные,26,шт,high
324875,кольца 70 оптимпласт,20,шт,high
307961,кольца 70 ультратонкие,32,шт,high
17183,кольца 70/75,10,шт,high
17216,кольца 70/75,30,шт,high
22058,кольца 70/75,3,шт,high
29073,кольца 70/75,12,шт,high
281201,кольца 70е,12,шт,high
95319,кольца 70мм,3,шт,high
123967,кольца 70мм,5,шт,high
222804,кольца 70мм,30,шт,high
222806,кольца 70мм,30,шт,high
256374,кольца 70мм,8,шт,high
260368,кольца 70мм,2,шт,high
70148,кольца 70ые,20,шт,high
2742,кольца 75,10,шт,high
10670,кольца 75,14,шт,high
17044,кольца 75,24,шт,high
17348,кольца 75,26,шт,high
18036,кольца 75,25,шт,high
18567,кольца 75,24,шт,high
19044,кольца 75,11,шт,high
19629,кольца 75,2,шт,high
20975,кольца 75,4,шт,high
21622,кольца 75,3,шт,high
26856,кольца 75,4,шт,high
26947,кольца 75,4,шт,high
28922,кольца 75,7,шт,high
29280,кольца 75,4,шт,high
30054,кольца 75,30,шт,high
33383,кольца 75,3,шт,high
38310,кольца 75,50,шт,high
38386,кольца 75,15,шт,high
38938,кольца 75,80,шт,high
47300,кольца 75,,,medium
64072,кольца 75,2,шт,high
64321,кольца 75,50,шт,high
65208,кольца 75,15,шт,high
65601,кольца 75,4,,high
89566,кольца 75,25,шт,high
89648,кольца 75,8,шт,high
90822,кольца 75,6,шт,high
90993,кольца 75,12,шт,high
115269,кольца 75,15,шт,high
125696,кольца 75,4,шт,high
127184,кольца 75,25,шт,high
127319,кольца 75,45,шт,high
139086,кольца 75,3,шт,high
139646,кольца 75,9,шт,high
142082,кольца 75,12,шт,high
152509,кольца 75,10,шт,high
152982,кольца 75,26,шт,high
153281,кольца 75,42,шт,high
155154,кольца 75,4,шт,high
156150,кольца 75,11,шт,high
156282,кольца 75,10,шт,high
157102,кольца 75,46,шт,high
157647,кольца 75,10,шт,high
177422,кольца 75,6,шт,high
187846,кольца 75,6,шт,high
187882,кольца 75,10,шт,medium
190208,кольца 75,5,шт,high
198329,кольца 75,2,шт,high
210269,кольца 75,15,шт,high
212509,кольца 75,20,шт,high
225238,кольца 75,20,шт,high
237644,кольца 75,4,шт,high
263712,кольца 75,17,шт,high
264806,кольца 75,14,шт,high
265727,кольца 75,4,шт,high
290137,кольца 75,10,шт,high
294788,кольца 75,6,шт,high
303713,кольца 75,4,шт,high
306385,кольца 75,6,шт,high
309091,кольца 75,5,шт,high
310833,кольца 75,10,шт,high
314743,кольца 75,15,шт,high
316950,кольца 75,4,шт,high
318898,кольца 75,22,,high
321797,кольца 75,25,шт,high
325820,кольца 75,8,шт,high
332846,кольца 75,5,шт,high
18279,кольца 75 мм,25,шт,high
245926,кольца 75 мм,2,шт,high
66942,кольца 75 мм мульти крафт ультратонкие,,,medium
175010,кольца 75 тонкие,6,шт,high
137892,кольца 75 узкие,,,medium
186733,кольца 75д,15,шт,high
17616,кольца 75е,6,шт,high
17307,кольца 75мм,36,шт,high
143564,кольца 75мм,9,шт,high
156072,кольца 75мм,10,шт,high
238157,кольца 75мм,10,шт,high
256374,кольца 75мм,8,шт,high
333657,кольца 75мм,10,шт,high
29425,кольца 75х,10,шт,high
11582,кольца 75х тонких,4,шт,high
265674,кольца 75ые,57,шт,high
18567,кольца 80,13,шт,high
21622,кольца 80,3,шт,high
26947,кольца 80,4,шт,high
30054,кольца 80,11,шт,high
89648,кольца 80,8,шт,high
90822,кольца 80,6,шт,high
124742,кольца 80,6,шт,high
124745,кольца 80,6,шт,high
137247,кольца 80,8,шт,high
139086,кольца 80,3,шт,high
141701,кольца 80,16,шт,high
141914,кольца 80,12,шт,high
142082,кольца 80,12,шт,high
156369,кольца 80,17,шт,high
157506,кольца 80,8,шт,high
157647,кольца 80,20,шт,high
164483,кольца 80,18,шт,high
177422,кольца 80,6,шт,high
212509,кольца 80,20,шт,high
223432,кольца 80,300,шт,high
228960,кольца 80,3,шт,medium
264806,кольца 80,14,шт,high
290137,кольца 80,6,шт,high
304231,кольца 80,4,шт,high
310833,кольца 80,10,шт,high
124204,кольца 80 и 85,10,шт,high
114220,кольца 80 мм,21,шт,high
119883,кольца 80 мм,6,шт,high
293030,кольца 80 обычные+ультратонкие,6,шт,high
17560,кольца 80/85,15,шт,high
30230,кольца 80/85,4,,high
29224,кольца 80к узкие,30,шт,high
17307,кольца 80мм,12,шт,high
66020,кольца 80мм,4,шт,high
66021,кольца 80мм,4,шт,high
231612,кольца 80мм,6,шт,high
256374,кольца 80мм,8,шт,high
294055,кольца 80мм,4,шт,high
95586,кольца 80мм тонкие,6,шт,high
70148,кольца 80ые,2,шт,high
2244,кольца 85,10,шт,high
21622,кольца 85,3,шт,high
26856,кольца 85,4,шт,high
30054,кольца 85,11,шт,high
34856,кольца 85,6,шт,high
39755,кольца 85,6,шт,high
39922,кольца 85,12,шт,high
39945,кольца 85,5,шт,high
39958,кольца 85,4,шт,high
40091,кольца 85,5,шт,high
40134,кольца 85,2,,high
40148,кольца 85,18,шт,high
50212,кольца 85,10,шт,high
51924,кольца 85,46,шт,high
53025,кольца 85,10,шт,high
70525,кольца 85,10,шт,high
78013,кольца 85,50,шт,high
78933,кольца 85,50,шт,high
80698,кольца 85,12,шт,high
86619,кольца 85,7,шт,high
107955,кольца 85,6,шт,high
112811,кольца 85,30,шт,high
124561,кольца 85,2,шт,high
124742,кольца 85,6,шт,high
124745,кольца 85,6,шт,high
139086,кольца 85,3,шт,high
155085,кольца 85,8,шт,high
156506,кольца 85,45,шт,high
157506,кольца 85,8,шт,high
157647,кольца 85,10,шт,high
165923,кольца 85,27,шт,high
169654,кольца 85,40,шт,high
177422,кольца 85,6,шт,high
211532,кольца 85,3,шт,high
228960,кольца 85,3,шт,medium
232488,кольца 85,6,шт,high
232515,кольца 85,6,шт,high
233436,кольца 85,15,шт,high
272503,кольца 85,6,шт,high
297174,кольца 85,30,шт,high
297690,кольца 85,68,шт,high
299242,кольца 85,4,шт,high
304231,кольца 85,4,шт,high
307021,кольца 85,25,шт,high
309091,кольца 85,14,шт,high
312627,кольца 85,10,шт,high
312948,кольца 85,5,шт,high
322720,кольца 85,6,шт,high
323879,кольца 85,22,шт,high
341330,кольца 85,15,шт,high
169693,кольца 85 -30шт,,,low
39812,кольца 85 диаметр,2,шт,high
39984,кольца 85 диаметр,6,шт,high
40089,кольца 85 диаметр,2,,high
154729,кольца 85 диаметра,5,,high
165129,кольца 85 диаметра,60,шт,high
271331,кольца 85 диаметра,11,шт,high
100358,кольца 85 мм,3,шт,high
119883,кольца 85 мм,6,шт,high
228000,кольца 85 мм,10,шт,high
108168,кольца 85 под люстру,1,,medium
293030,кольца 85+ ультратонкие,2,шт,high
306331,кольца 85-е,18,шт,high
21442,кольца 85/90,6,шт,high
86239,кольца 85е,80,шт,high
203987,кольца 85е,20,шт,high
230611,кольца 85е,10,шт,high
282572,кольца 85е,15,шт,high
286594,кольца 85е,12,шт,high
123967,кольца 85мм,22,шт,high
157398,кольца 85мм,25,шт,high
178454,кольца 85мм,22,шт,high
179237,кольца 85мм,30,шт,high
182097,кольца 85мм,8,шт,high
212401,кольца 85мм,3,шт,high
8055,кольца 90,50,шт,high
8058,кольца 90,50,шт,high
19879,кольца 90,16,шт,high
20208,кольца 90,38,шт,high
20209,кольца 90,38,шт,high
20831,кольца 90,4,шт,high
21530,кольца 90,40,шт,high
21622,кольца 90,3,шт,high
22200,кольца 90,4,шт,high
23818,кольца 90,9,шт,high
27135,кольца 90,10,шт,high
27188,кольца 90,,,medium
27188,кольца 90,10,шт,high
27299,кольца 90,16,шт,medium
27810,кольца 90,,,low
28081,кольца 90,,,medium
30453,кольца 90,4,шт,high
30694,кольца 90,15,шт,high
33796,кольца 90,20,шт,high
38810,кольца 90,25,шт,high
38838,кольца 90,34,шт,high
39341,кольца 90,22,шт,high
43205,кольца 90,12,шт,high
43315,кольца 90,34,шт,high
43468,кольца 90,15,шт,high
43639,кольца 90,50,шт,high
43941,кольца 90,16,шт,high
44240,кольца 90,10,шт,high
44322,кольца 90,20,,high
44351,кольца 90,7,шт,high
49049,кольца 90,4,шт,high
51198,кольца 90,8,шт,high
53025,кольца 90,10,шт,high
54625,кольца 90,2,шт,high
54837,кольца 90,4,,high
54871,кольца 90,10,шт,high
70120,кольца 90,12,шт,high
70287,кольца 90,50,шт,high
70329,кольца 90,12,шт,high
70525,кольца 90,10,шт,high
75586,кольца 90,7,шт,high
86370,кольца 90,15,шт,high
95459,кольца 90,10,шт,high
104373,кольца 90,40,шт,high
104513,кольца 90,8,шт,high
104951,кольца 90,2,шт,high
106211,кольца 90,8,шт,high
106784,кольца 90,20,шт,high
106862,кольца 90,20,шт,high
106998,кольца 90,32,шт,high
107163,кольца 90,6,шт,high
110439,кольца 90,7,шт,high
110957,кольца 90,16,шт,high
111028,кольца 90,3,шт,high
111074,кольца 90,10,шт,high
112208,кольца 90,2,шт,high
114319,кольца 90,6,шт,high
120851,кольца 90,4,шт,high
120903,кольца 90,27,шт,high
120912,кольца 90,4,шт,high
121007,кольца 90,6,шт,high
121455,кольца 90,11,шт,high
121470,кольца 90,4,шт,high
121603,кольца 90,9,шт,high
122194,кольца 90,4,шт,high
122202,кольца 90,4,шт,high
122216,кольца 90,3,,high
136023,кольца 90,10,шт,high
138136,кольца 90,,,low
139325,кольца 90,20,шт,high
139385,кольца 90,30,шт,high
139424,кольца 90,4,шт,high
139527,кольца 90,26,шт,high
139543,кольца 90,15,шт,high
139837,кольца 90,3,шт,high
139878,кольца 90,10,шт,high
